,story,question,start,end
598,0a4b2d4ea5fb0625e3e747525062f0a85345e4df,How many days is the upcoming festivals?,613,623
599,13df0950ae828be40b1cb0192479dd2199ea96ad,What idea does Mycoskie want other firms to incorporate?,0,0
600,dc151e4e415eb55143a265c2824db1d029163932,Who leased back the land from developers?,2152,1375
601,3eee54837b9ba35a77fc53701f4fee706eb73ed8,How many people were rescued and placed in shelters?,416,429
602,832764ebe6fc018f25e1b0ef4d19d8359130ef29,What is the name of the minority rebel group?,1318,1339
603,036e874958640111b8f46d096c7e58ba51b46187,What is the name of the hurricane?,92,106
604,3b49123a906e18bb1eaef3a117eec9885cff862c,When did the Hondurans elect a new president?,152,167
605,131e9e6cc872a563bb890a0125b9c6b99dd348e8,Who will play in the Italian Open?,10,20
606,a0492e3fad5d799453941ccd111e35016d4b39a5,What type of effects could recent actions have to the region according to a state department spokesman?,2055,230
607,3e75c5829e53f9d98cc9a51a3a856232e8b68804,Who is the mayor?,252,272
608,2404916090cce8e9949e22ada3d68b2bf61e43ad,What did Common not do enough in his early years?,0,0
609,d821af39d24c9b9cc340fa10609fe75e43ceffb5,When did the massacre happen?,93,104
610,b58189e55d61bc04e2d3a0937c059d94f9aa17e7,Who did they lose to in the second leg of the semifinal?,104,112
611,26eb182596399e9da140c307a1191958f1e198d3,What is Israel going to the polls for in February?,2301,2320
612,7cdfc91b9aba23587809bd16ff19f25c7db70689,Who does the report single out?,0,0
613,ba77882cda6aeddcd21c56b9fea85f8e2af93fae,"Who says jobs will be created, creatures and drivers will be safer?",20,32
614,04b2d82e95fc5af26c5421aa81b45631e8aefcb8,What is the name of Janelle Monae's alter ego?,419,437
615,b04e1a50087b4bb31e44e8c3bbfd601fb07f8e88,Who is tougher than Jimmy Carter?,339,352
616,d5fb1adde9377063d9bfaf20b343d7374ab36825,What was the name of his third wife?,210,226
617,2d1f4554e1ed330f58ad407ff092639db803a044,how many have been killed on the shooting,9,20
618,d85b6f625e9e57efaa1e3c21e626dd25e3414758,Where is the experiment taking place?,194,221
619,5eafbd607cc3a599ee520fe5ba20d86428404b8b,What did the attacker use to carve the letter?,1091,1110
620,8cc11bef80e52056ae668707347d6c2667832b27,What film balances comedy with dead seriousness?,105,129
621,054120d8b1df99fd7a0a08595b6e9a30a8902289,what is the switch?,251,265
622,22ef637f4f284746b389f1cecfc3cc3d9be45c8e,Where was the rare and valuable dish found?,61,246
623,afec246f01ea28b877865c1dc4b001d5b3a902ae,What film did Jason direct?,0,0
624,b51a3bc810b7d018371183f5cc770d202b7f9006,What was the opinion of critics and viewers?,0,0
625,d0c035d0b3b973d79aaf666c0048aecf9464ab45,How many percent of dead are children?,480,488
626,369f23c601eb404faf7e0a41ef5bb537e02ebed2,What song did Aretha Franklin sing?,58,84
627,2f264cf145c2823ca9db7e7d11961b7d707a8abc,who denies any role in the Holocaust?,49,64
628,851d02b689bec14607574096bb77b9acf53c15ee,what is the cost of loaf of bread?,992,1020
629,a1032a777484cbac40512c2fb75cc88eda106a14,What does a U.S. general say is the next goal?,1536,1565
630,dbcb64b306171fb7e8b0d6270b0c230fa476213d,what people heard the entire performance,0,0
631,4c562c65994b0f81077f6490204bff03698b3711,What's happened to some stores?,191,228
632,36bc68b8e9c44bb6b3d3db2c5cfeecbe5a6f7276,What is the location of the music school run by the composer?,651,1538
633,3c150e034678086d6f16c6e17634beb2867887c7,Who left belgrade?,0,0
634,0268cd2a2b8eef64cdc1c6d0bea4e7d18fcfee8f,What is the state of the driver?,1440,1471
635,1e3f368df54a6551da3a51a628dacdbb307b33b6,How many people were convicted of serious drug charges?,0,0
636,4928ccf044e057744c301e4b4c1c278ac0109523,What has an Israeli spokesman say Venezuela has given to extremists?,1966,2011
637,f55b186acc0b35416f0a30b1d0a5fb16640a1eb9,What did North Korea do recently?,298,355
638,51e320e811aba8703146063d88c62b33a9e61a5a,When will the private gathering expected to be held at?,212,224
639,299adc21477ccb708a000cb7efd561f85288457d,Who did the Taliban spokesman threaten?,99,132
640,a9e946a8ee4153ae7e45143941da7f61fd04321a,What is the amount of miles per year that team trucks carrying cars and equipment cover?,388,402
641,55281d89b0ff20457705de2e364a8ee45f54491e,Who objected to expansion of coverage?,937,949
642,76aa46e8405a40bb5c98dcc15a22113409cacd3d,What is China doing to encourage students back?,114,193
643,1e2e597f0b417b2bc1c5dac6aec33ba4059962e3,What did police estimate his speed as?,97,105
644,8cdb4327c58595caae1bd3ac2ad169306759ed32,what kind of investagtion is underway,398,423
645,20233f9f75e059aa112972d38978e4e3da1a333c,who picked the films?,0,0
646,42ae2354add968eaa66d43457c312c37573f339d,What has Eddie Murphy decided to?,51,88
647,e06e0c525bc4def37efd60f271a1780856db839a,Where does the boy now sleep?,0,0
648,04423c63496f8b4418efdf5dd97053ac2e78469b,What's the name of the tropical storm?,149,164
649,811c6e2aca7949f3be075071c58fc7c5453ae02b,"Who said that ""Slumdog Millionaire"" is a real story?",43,55
650,0bba411a34b2c86cead2a6ceadd652e31b908ca0,What did a Texas man outfit?,0,0
651,6792c8a2394d64873106a7f43087225d0ff22123,Who did not appear?,265,282
652,b571e16f4abb7dd460642d277f0912fe5fec76a1,Where is Connie Culp from?,218,230
653,c7a05ec0e7a64c92bf4f5954a3ca8c6b8e37b36c,How many users does Facebook have?,145,163
654,5e3d38f2d33dfb9ed8baec327903c40a4e1a65ab,What will Willis and Heming have when they return to California?,806,821
655,087d13b179da74b591586579c37d8806a7aa1bf0,What would be magic,83,163
656,9feaf76344530f9d9198b144eabad435bef3026c,Is Walden Schimdt similar to Charlie Harper?,264,312
657,ef6e6ee0f5406974c2763a83554851f8b5a3f403,what other thing can you try when traditional meditation leaves you sleepy?,0,0
658,dab31f6e7bcf30ff597aff09f75787336f5d6bc4,Will the couple be having a wedding?,0,0
659,808c01b015888549814d340191335ad15296fe08,What interview do police release?,291,312
660,eb5c581b29ec32b778eddcbe73d76a04b60535b1,Which party does not qualify for a bailout?,711,729
661,3b1ca8e6f5d79ff89cd477b62a832309b7d3028f,"How many other women did Jennifer Hudson beat out for her role in ""Dreamgirls""?",1243,1255
662,b2ffb9a7231344266e725cdb49bc3a0c452cafc9,Who moves to within three points of Chelsea?,9,17
663,eab829ef92b6e3c70a2c0dbbffee718a063c979b,What is driven by food and pharmaceutical industries?,0,0
664,d826a7716d4c3f98ef7b6660f91ed87c1692d6fc,Who has expressed concern for Yemen's territorial integrity?,404,423
665,2d4c55735d9291bc7bd57fb1a8ec8468bcf9ed55,What did the Russian president say?,1108,1178
666,29ba104809ad68b1bbfcb6025ef595f481878185,Who is for the plan?,117,127
667,b629379f57879a9f9406219e6e37ba648071b763,"what does the site, at apps.gov, seek to offer and explain?",2192,2146
668,7af5a8125182334810e23eb2da393e7f7333f3b6,What did President Bush say?,0,0
669,443e50fb14e67eb598706fb26391e3a8d2bc1dfc,Where were the civilians killed?,142,163
670,06b5be452f0e363369acaf7a7e8e3bf456d4853b,Will it be open on time?,189,222
671,90b921baab76e81762e444fc7b2615932d194215,"Who was protesting the transfer of the ship, but isn't now?",492,522
672,9879e8710cd38b4cef82e46d1721c07047620c2e,When must a general election occur?,654,666
673,787525acbc55206655d8cec06e449319ba521ac2,What was the website that may have been involved?,244,277
674,10eebf0bdfecafca7e403033163f150ed153f1a4,Who is Susan Rice?,20,58
675,8cfd85bcca39e490b8bbd7042827a5c3e80387c7,What do some say of the memories?,421,439
676,bb4ed9691f00444548c12ba3f79f4b3fbcb01102,What numbers were posted on website?,349,433
677,74924a6f4d5eca7506c6878c32c1d2fa1b2da80f,What were the remarks made to reporters?,215,289
678,ebc6fb22b939e2b380908fb19a6b91cb510051e0,Who is caring for the dad?,0,0
679,6692e2833b58298bcbc495cfde06cfaa15878452,What did the wife want?,0,0
680,bc943b88ab22d763e1e4a2c4645acd7fc4d9df32,In what region were seizures reported in?,684,700
681,cf1a82b3585f0c1ee455a5db44d210e12babda9e,How many people survived?,1566,1616
682,45b8e099eebfd8a8c02f6b9a949c5c1ddab3cf69,What female singers will perform at the big game?,1963,2009
683,94c680aa440d91859abc0cdbf366bed43e5e4c01,What the Baker says?,640,692
684,e3d0e44ee49d0ed650a923dc4452b49ac0acb18d,Who says this year is a special Marin Luther King Day?,15,35
685,cf4bd1781530fca8d14d726f47c45ad2d64c2d92,What fuels did the Caribbean Petroeum Corp hold?,539,587
686,1e442440fd19b4ceee8c274f82003b0df5320804,In which year was the Sichuan earthquake?,317,353
687,4df1fb2b81e22650a33a43a72428dfd7447b06ef,How many crew members were on the super tanker?,418,493
688,3a0b7f791a7f0bb8d6b235497fe6ec498156b40a,"Who says of perplexing motive, ""This is why I can't sleep at night""?",9,198
689,cd95311ee776edc73f381acfc8ec7f3947710077,What happened to Piazza San Marco?,335,365
690,6b2de0bbc7a8a5853bcb53920c6b88a198335a0a,Who was murdered?,92,105
691,b324c4b3d57339d467d119a2f0ba150b5cfd795b,Who hired the boat?,1210,1241
692,5e29765d4cf984572102cd6c7d9e98fc58032102,What is her charity called?,1688,127
693,4426b267ac3a3fc62507bf0aa9e4b08fe8084c83,What race is this?,132,197
694,3efc54831c48aa00c8eaf2f35536a9258b652761,where was the farm located,8,17
695,892ab5ea8bbec477bfa791d2d3823ce9a8225102,"According to Beck, what does bailing out industries do?",0,0
696,1e3cfbe9bf7af3ace4a755774a9ed8e30ca34b68,Whos family says that there will be a memorial service in February?,62,76
697,06d8caa4a0f92518d748e2c72bfc4ce6a5e378e3,Who called the award legimate?,189,364
698,76bd018831ee6592a1d957215d9505b471637a77,When is the investigation supposed to air?,226,249
699,ecc6fdcd5533e26f8d36adb37487679e5c859cc1,Where was the CNN viewer from?,180,189
700,8bce25de63c69c221f65be151fc55197c6265f77,What destroyed the palace?,0,0
701,a1706a9e4b39e4233e70b396cb6855db06651e14,Where did she live?,169,188
702,e60945ad25f6cd8db56a0824201cca35d28059e8,What did kiefer Sutherland do?,269,308
703,f55e02b4284858b509b34da40570158a41724b2e,what is the cause of separatation,469,272
704,630d38b1786107c30898b6721589d4aa0e5de733,What is Mary Dowden's age?,95,109
705,f24225ef0e0b719208c4055c7d7e0f16a362d3d7,what could selling tickets become?,655,670
706,6509263dbee01ec8a06cc60aa704a7e09660f977,What stopped on Saturday?,33,61
707,61223cd34569bb0a08c56340cdca6698c568f717,Which movie grossed $37 million?,193,246
708,8dccd156b8f39e19c1348c0c742330c427e5dc8c,What country has tried to normalize relations with U.S.?,64,70
709,373af2684ba5aa4faddcf09950172945245909b9,Who crashed out of Kremlin Cup?,9,29
710,63f60ddf050d9f97a492c601b2dd1a23072a01f9,What did the convicted man call Sherbini?,590,603
711,49e4a9b40aeddc756c065ba726b389449dd8c5c6,What did ICE officers not safeguard?,375,384
712,6a1d92fd411113b444cfc3d735b88a49f574e313,What did a lawyer call Amanda knox?,1276,1299
713,1422b50834f7fcd013ff3982aa24821d1d323b27,Who stepped over corpses in Rwanda?,104,115
714,85a69fd42374a9d11ae708c6fec8c5d015650855,where did they meet,240,265
715,a249ae0b96b24ecd921086fc6966d479002fd399,¿Rio de Janeiro won the bid in what?,766,774
716,b8c7028d9c3540e48a84f00df29da2b0018363e6,Who made the mosaic?,135,149
717,15aeafafbf97b55fea2653871ccdd2b59576417b,who plans to appeal ruling to Brazil's Supreme Court?,188,211
718,b69a50e20de5017a187f36dc9688186f83abfbf6,What was the name of the film,123,144
719,78505fb7f645aa55451c6bd1c86b3a9efa2c5f6d,What are a brides expectations of a maid of honor?,0,0
720,14804f15246ff3c352af785a8c800375e44d829b,Where did the plane go down?,780,816
721,35de22cbae1cc1f19aec072363caf3e98cf15e47,Who owns the cemetery?,1048,1089
722,a5cfe63308a718d13967f2fc430d0bcdc799357a,Who was heard using profanity?,393,506
723,99eecdd695315aa4ced86fa9aeba6aebf4a056e2,Who will not face prosecution?,72,84
724,f86ec18903f4df98891df668cb48647f3f931b48,What are the airlines accused of smuggling?,132,161
725,80754c02b5580c40b8aaa1671f97b13e39e2cf43,Who urged decriminalization?,32,81
726,2fc103c33b2e5af7c787a7614915d9329b70aa2f,When is the travel alert in place until?,189,199
727,b214f49060baaf032ad14c2f9f24407254040f6a,what did Bush adviser say,410,434
728,2812c3e0daeb89d479e74026e68978004b92bba6,where did the crash happen,0,15
729,14f42d116b19157349d07a9bc31e30eec28a56e7,How much in advance were the elections held?,595,608
730,1ee1a82d6b5845a29f936ea298a12213732393c1,When was Joshua Komisarjevsky convicted?,149,168
731,1008fea6d8460559370f75430b2da2fe8053d311,What was the pilot's name?,77,90
732,0bd9b7d1634538bb6e5157e0b3bdbfed7941fa36,Cadaver dogs were searching for whom?,156,179
733,3a8a6d9b9cfa2e53e3916d723488226d7dc8b28c,what are the popular items,167,192
734,75f9009074040c8aa76e2a99875604abd9eb6aaa,What company was this man employed by?,0,0
735,65016ebfea480dcb7156c67056309d6e4373d668,"Who won the 79th ""El Clasico"" in November?",9,35
736,b75284dea229534f549e82ec4cb9ec93aef1ef58,what is magna carta,0,0
737,59eb9074bbde6a9aeb8ecd985bc684ccdca38ee8,what is the singer looking forward to,178,189
738,104c81d860d8cb0274b2e7b6dd1c21bd2efe59ec,Where did high tide send water into?,80,106
739,c6da0a82c7b7dc2f02e99d39f59cbb5397d495c2,What were his charges relating to?,351,406
740,8c8063e478d196d62484addd8472761a45090670,Where was Jasmine Fior found?,806,818
741,eda35fafee83b26241ef8be0d1d1da76b3df90a3,What does Cycle of Life depict?,320,469
742,d9eea0e631eac525f349c89eeb81826c65befa1d,How many people were killed at the party?,39,43
743,4338e7ca67747ba85cadb984e18cb67e278d7a45,How many people did the storm displace?,367,376
744,07dc23410135470cb60b2b66396a5e0712d5969e,how much Physics and post-secondary biology teachers can earn?,0,0
745,8d6d671e8e355248e7bd9a4df331f14eb0997036,Who is on target as Croatia make it two wins?,110,118
746,4d561280983bd4bcad47a0bb5e0f261a9a5a24e9,Where did a similar incident recently occur?,118,134
747,837481956ec67b027d2e4ee698766ad91f98309f,Who has not been seen since leaving Nigeria?,200,235
748,92a311988be162a12e7e1ed2316372b6793a576f,Did they indicate any issues?,0,0
749,df3343dffeaca447a8894d62a4833e7c98965bb0,what did fans say about the man captured on camera?,0,0
750,394f20c9bee9bc8d0e6a65bac48de57bd9f4733d,who closed after bankruptcy filings,9,25
751,cc54a42ae756fa5bddda37e91948149793bd072b,What should Republicans do?,0,0
752,5d75123a221dcd651356fd73586b5c08e13c16a8,Can someone be held without charge according to UN treaties?,0,0
753,aeeda0b5c01802d599132756f7cf7cd7a5496c74,what is the age of the robber,1051,1061
754,2d1f4554e1ed330f58ad407ff092639db803a044,What happened to the gunman?,530,261
755,71cb719d5f47330d97a5ccb8acdc94db8a81084d,where were found the bodies of the agents?,390,431
756,2840f926c864b1d8e2056df3c0bfdccc04da3106,Number of people wounded by blast?,101,104
757,471a2e611bc557d161040f903fc45b03a7c76f94,Who decided to give away money?,277,304
758,93022183cab82d9e8764e51fdf2ddb68978b43f1,Who was featured in the documentary?,36,49
759,ff0b5a900ad2b7fb3917029e480fbaf878ed5a35,How many people were killed by the suicide car bomb at an Iraqi police checkpoint on Monday?,1338,1343
760,613111ac2a3831a7291656bee2def306453552d4,In what year was Snowe named one of the top 10 senators?,0,0
761,709e105dc15e3970a9079f98b8c9d4e6e0b446d1,Which Iraq city were they stationed in?,1023,1067
762,09738c8a2de39567d8b6db33af9fafb1d5e74d16,What has become a place of refuge?,0,0
763,c4574c7f2b16bcb2612124aa5c7c98bef3e5eae1,In what year did this person contest the presidential race,726,739
764,cccd7fe3f31bcc30d56abb14091dbcc2ab3c0432,Who is Ryan Reynolds?,1067,1073
765,d00141965cae4202baf14f11d9769970cd147a95,Who beats Milos Raonic?,26,39
766,66ed4014b903c2620423ad27e7bd3777eded165a,Family said he did what after seeing fellow solider struggle?,700,722
767,854cc11e1f321a16b0fe7c101c1530bb6397f4f9,What was the intended aim of the protest?,539,645
768,18fbcc08e9384885ec09ad7bdb134eff424c9429,On what day did this happen?,1316,1325
769,e56fc5752db65ac1ae7f4175999841999c28b4eb,Who was shot to death in the car with his brothers?,583,595
770,e0f82752f6bdb9b42317a69a25c4aa12add23f1d,Cost of wedding in England?,0,0
771,c8e1a043dbe27168d390cefe82ef4b683567ef5c,What breed is Mozart?,141,171
772,b6042c373c7228959732e238920bff295813c658,What is the name of the director?,30,44
773,b29cc3ceee57628db7273c4055c1f8bcaeed5181,On what date will the Super Bowl be shown?,389,406
774,43b73e9a6af50dff6b184922ec3eff8225cbd73c,Which group filed a motion?,14,45
775,39280855cddc7319a86f51622d68933b8bd15013,Who says move to Spain will be a mistake?,41,157
776,567a16c58ad968e6f56594039a5092c18d0f3cc6,How did critics characterize Mark Wallinger's work?,0,0
777,6fdf312748efbdb31b2b97b57fca3accc526da24,Who pays for all their clothes?,1242,1252
778,cff9ad3308f6ed43c552402f6a4f95f3495166e2,What does FARC stand for?,1278,1304
779,203263765c9d53db40b80d8bffd5831d46b46136,How many African nations will Clinton visit in 11 days?,137,143
780,b8efdda0f58446e6472a24bffbc02686321087aa,What angered Mourinho?,63,113
781,2fb9c6086c771e1070e39be3de48db9babf7a705,What does Martins photo essay showcase ?,498,520
782,72ee78d8286ccf3097ca3c3e01e22b80d654afee,"Exactly, how many sleeping pills girl swallowed after discovering about her father`s illness?",233,248
783,e25212f027aab549fb961726008c0d632504461f,Which country is leading the way?,0,6
784,a6d88d33454805c4c3b9f3c50b1b2482048c32a2,Why was Yang criticized?,1195,1274
785,af9906a58acb1933a0fe149498260576045f38f8,"What are two American ""mortgage giants""?",9,36
786,982b89b66131ebc76670624f42b6b81c4a4be852,is this simon cowell's last show?,511,565
787,4c93c2cdc71aad8a16a121b96498f6893ab59ef1,How many people participated in the study?,0,0
788,f13497a315dfefb89e2abf4ea5e5f8696f2418b3,What is the bail amount?,565,579
789,5afb10035dbf99fcada8a372adc4093219e16b52,"What happened weeks before the ""Wolverine"" movie premiere?",237,311
790,7d64d8428bf83a985f6298c4dbed81885f0de2ac,What was Lee accused of?,846,890
791,84d9d3fc0520128163ac0e186606e9df1ecd75b8,Who swept into Atlantic Ocean?,11,27
792,8fe751a66422995ec7cd58ab72333443e8690589,who is not an enemy combatant?,301,321
793,178d5eb86a7906eae76cae3808c44301d143b47a,"who says ""Walmart is an excellent place for women to work,""?",1332,1847
794,e3f95cc1d5aa9d7c8c6dfa191c5e78cea273325c,"How much did ""Monsters vs. Aliens"" earn?",1740,1807
795,b96b3c191038d0d84b1ca012f199fa6d253e15c4,what is going to happen to him,56,1910
796,7d8e9d1271250dcb3e1981d0655f4141ac30d763,What is Pelosi's role?,230,309
797,eeef836fec82befa725a09b8028c0de529dd6ad0,Who was brought out of retirement?,1702,1718
798,238e604f4d913cb2a020e56793f4674d0c917595,What happened because of the dismissal?,1019,1029
799,7099e2a67594466621748f4144681e73309b0f54,What did the sites include?,117,1990
800,3736cd17971d01c4cbffde1157f895fcbf955fd4,Where did protestors occupy?,428,475
801,26827f0c72d531ce979ef6ccea79a8b7b50d6db7,What do flexitarians eat?,1088,1153
802,e483ad70b03bb9184f105b5b1ce4a63b2b462320,Who did the union ask Obama to apologize to?,2356,345
803,b0a5fb32fb2d97a4ff49362a77aa7288914b44b6,who reached the final of the italian cup?,10,22
804,25a845fa89e9291aabf455a52d48648f4498e8c5,What warnings were issued?,0,0
805,54b5982b8ef85dd38fdd76a579ad9a67d61c5c9d,Who did Schlesselman threaten to kill?,148,162
806,3d600e528f78d58ccd9f2257c9ec54945ed85d8c,Which refueling ship was used?,461,483
807,483cc6f0354a40ec2c70717706b470dc585988db,In which state was Mays found dead?,866,875
808,7911a566d303a0307b54c7a0b10b2859e7ac62ac,When did the program begin?,395,401
809,43b73e9a6af50dff6b184922ec3eff8225cbd73c,What is the date of the case?,347,366
810,da0f1127b4329b89e3e1d573533d008953276f29,Where did they meet?,445,463
811,b82244d001d46df66d26bb7aef432235606128ff,Who  launched investigation?,1561,2149
812,c754e34d40dad4731f0c02732387fc91810a5e16,Who talks about their films?,0,0
813,19e554350976853d60f4eed4ad90d06ec7ef4c86,What was the score of Netherlands vs Germany?,83,87
814,78a8c13605a8eda09a0ac0f04910b414eed6b765,What is BabyStone?,185,192
815,e5dedf6c37d4f953e4197ed9d7869e96bdfa7d88,What day did the demonstration occur?,551,559
816,53ed301546bac29bae89ecc2b0f34047d02a0fa5,What should the women do according the message?,319,386
817,c09111a88eb990b365443a07314317334361a851,What is the name of the movie,217,235
818,52261ffa24759b4664656022dabf771638b3c55d,What has he called for?,186,249
819,398803380e0f8954b3d8344266c61033937f77eb,What are the titles of the other 5 films in this series?,0,0
820,3b885199b77fd859adfe275046a6526d4b8c2867,What does Alfa help low-income entrepreneurs do?,276,324
821,9af5b50a6fb30e8fe329419fb7cc622e1f81d61b,She said she never thought she would have more than how many kids?,297,300
822,1080f37d7e221219c9d301f8afaabc83e43addb4,How many crew members were aboard the freighter?,70,73
823,864d04395992295880eee01ce6325aa93d29bb6d,What was a major event on Capitol Hill?,479,535
824,22ab285169b05273e3ec7212284441768abdc7cb,What kind of ale is in the song BINGO?,0,0
825,2f108f8439dc3d2203c6d247d3e7ea6b2c2e02db,Who meets with the president?,18,32
826,4ac293329d2e8505ce2b3791da4f4274fd7c5072,What had he been charged with several years ago by Swedish investigators?,727,759
827,476e8e55be16497ab62008c0a082637b9482461c,What did the New Delhi police spokesman say?,485,463
828,670670e2e9aeafa2a646c0a155361f3268d113cd,Do successful entrepreneurs tend to be delusional?,0,0
829,7b24e63604d5d6e534bde19631869c344a144156,who wants to replace its aging Series 1000 cars?,2005,2022
830,b895ebd78d9be1c3713c828a3fe5c5eb5f0afbc0,What country moved troops to the border?,29,39
831,f2067aced571d24ec93583c47395267dae2de998,with who were victims reunited,367,434
832,e15d6ea99d8961aaa65ec768539d7bd0827a77d8,Which two states decreased in population?,1288,1322
833,45cef66252d21888df34917929e3e017c49135e1,What could help determine the cause of the crash?,37,58
834,c3bec7cbc33dc03b1c43b8927d3880aa2eec15b4,Who is the swim club president,233,270
835,3952898f89ec848963b1adce369fd06001ee6234,Where does Lance Armstrong live?,114,125
836,de9c125135a4386014725b01fe8abb646646a25c,What led the jurors to the verdict?,1635,227
837,7ce5f5bce014ceb8f83493de9dd0db8e79745320,How many children remain hospitalized?,518,527
838,c793aebb0560aa279e66e7ec5102551ccb059e49,He called early elections in response to pressure from which opposition party?,340,353
839,c77efeae1cefa1b9cc48b3c3a1a431c5a2ff17e4,Who are the authors?,0,0
840,0101e62ee60bde1ca2ba34413f680bd1f71e990d,what is there a gap between,214,253
841,30b47d18d374c6e3c20a97e3ff4f2d86983b7146,What is a classic Cuban drink?,141,150
842,3250d0277dafbc4d5d30df03084dadca27c9c535,Experts warn of a growing threat from what group?,27,43
843,74cc49eaec2cc19f48b357e9f9800c7f28ab20ae,did warren say something,289,356
844,03843e6113b084b645223150e2d3594f0a381987,What could the satellite launches lead to?,853,897
845,2ae28b67fde367a14c93bd05fbbdbb53e4b436f4,What is the charity called?,742,766
846,1ab0e39e7dfea7c1bfe3873ed89ff84cf2eb1856,which has not been introduced?,415,453
847,61eab962cbf5aceadeda0e6322b2e53dccae5320,What could allow time to develop an effective vaccine?,1086,1143
848,a55003fe8bc3ad2ebf33cfe49b35feefa7c0174c,What also holds traces of a precious linen cloth?,64,253
849,2cb365e7b76af2184a0886492dc7e6a6f0ec48ba,How many people were killed?,616,631
850,9a1389981ea1a806b3d506ad1c92934c1f51e84c,Where did officers take Comeaux?,327,344
851,cbe1549ef847fb03266ba466d55e407cd098eb48,Who wants to keep the focus on the south?,0,0
852,9d2081309d460f5c7651faf19cb007b25f7453bc,what should we freeze,0,0
853,61eab962cbf5aceadeda0e6322b2e53dccae5320,How many pandemics did they take data from?,342,353
854,16d0e9810a29b4f6eef2d480785db3db845b6c00,What is Hannah's opposite?,246,301
855,3433afd9067cde97aee70a695acc938d864e3a7f,Who is CEO of the fashion company?,31,48
856,d3c8101ef840475a99cdf251c4b8f611e9a3dc1b,What are business people doing?,0,0
857,4812ff31b67a92cc88177d90b8510e8c40bd3c91,Is the plane able to be fixed?,0,0
858,045bc6fcee7b435fad7136430788add2b0809301,What will see a 38% increase by 2030?,755,763
859,3acc26e31aa5136ecb0ba64c920bccf444ac75a8,What was the final score between Hoffenheim and Hanover?,0,0
860,c85e121efbd1e7c251283bfadf101f6178edf5c4,What is the competition,0,0
861,4c540db41b12235c073d4da0c6b0e9c80c1c1bbe,When is Mandisa's second studio album out?,1238,1248
862,20b11518df6520f552d691d5f6c0d02755d11809,What is the U.S. military's classification of the death?,1819,1847
863,cfcf67a2b66dfedcbaddbead68c7fba15a397bc8,How many times will the pair tour?,243,252
864,93a1bc04a8742eefcc0160751155820ed34e9f2b,who is the head of NYPD?,580,620
865,7603023e697cc344ad7ae98f2bf9c2d70ee66286,what is politically motivated,1654,178
866,a84d2dd445c634c4456a38a579f6b77bc01a8d73,How many adults does it seat?,0,0
867,dd8a1d4e0fe72ea8fe60333a7e76697def07813a,What did Hathaway say?,0,0
868,506e1baad13bc8b50b0f1db98518da52aea1c40c,What state is Jimmy Carter from?,137,146
869,98e67f94c7e439253bbd2e9f394091c8b4f1b82d,Who was the former captain?,198,210
870,f3f0b5bdbecc68074a2e9b37c17a62eb1b622728,Where did Mexican soldiers fight?,170,180
871,75a06e3036cb1c5c0e7f6027818b335242fca3ba,What is trade expected to do?,610,624
872,083d83dab6db4d9819668fa69beea36e922b0e1f,How much was awarded t to the former scout who had contact with Dykes?,64,77
873,72c3c984821f68fd5b49db5326c1402735a69fad,Iranians protested what?,85,384
874,36171b3054885df4cf9ed97c5e7879bc3ed48a76,What fruits are at risk of being ruined?,477,500
875,b4ef558a0ea5a7c1520697cec7e585785bc98bfd,What medal did he receive in 1996?,0,0
876,78505fb7f645aa55451c6bd1c86b3a9efa2c5f6d,Who is expected to organize bridal showers?,930,949
877,3819baf67ba4870128b3893c900ba72413ff32c9,What did Brown say that women deserve?,0,0
878,6d836bf7dc1a756176466f81a72b4945ac4a46b2,What happens to the Dalai Lama?,369,407
879,a6dedfb31fc142b14d161770763924fc8dc4a780,who used crude from BP spill to write messages on boat?,50,61
880,f41a2244c71e351d9d27d44bbbdc71ae680fd25b,Who did Rep. Joe Wilson apologize to?,86,102
881,513ad8bd2fac3616b9bbc78b6eb237d716ef0f85,What did Juan Carlos Lopez say?,0,0
882,1707b801f033829fda5a34f98e62696e8e6ef96f,How much was he trying to take home?,65,137
883,fe28abc38040a80a33a915f9501b889e8a193a0c,who is a long time friend,0,0
884,42ead885ee853f9cca061bc68d9d398f46e06b06,What does Rudd say?,46,66
885,c71e4154b39fd7e66a78ecf0f53c8946193ab749,What did Australian media do?,0,0
886,df40e9fc886814a559fec8c01aa611b985b5e684,Who will be the primary audience of Obama's speech?,2491,1477
887,f281c0a3017e406907d9d4cf5a150bee90239306,Who play the part of Taliban militants?,2113,2142
888,1ba83b9095741de59980d96e565f974f853eb4c6,What does the Idaho law challenge?,0,0
889,fc12c6bd96d11b968e31c04d3f6691366a817d4b,Who is the militant?,63,81
890,9ff68d6d33d15e36119a9fbc3d6777b76c230b75,Is the movie Fargo based after the city?,0,0
891,5485bd5d45070717b729f84ef22da3667a49e3cd,What is offered to individuals?,1043,1084
892,f64129014a4667d18408c34bf8c595c94e753cdd,What paintings were found?,183,211
893,6f8c5f373c416a5a6170e6def1d60aaba971b6cc,What did the message say?,1128,97
894,328210eaa50ae54cc3d979958c1d2008faa27401,When did his grandparents leave Cuba?,909,922
895,a86361a78e92087851ee122e369665f4fba7ed01,How long is the cable?,289,316
896,fd0bc374ea3b2b5dca258bfbb6aa90b904ebe6c8,Who is the owner of raising sand album?,115,128
897,710b3b773c02ff91346a07e6d73d866777d7c08d,Who have the activist's family sued?,21,39
